4	1.04861	10	4
4	1.09037	15	9
4	1.09807	20	14
4	1.13214	25	19
4	1.35037	30	130
4	1.61079	35	290
4	1.90496	40	475
4	2.1	21	596
4	2.1	21	596
4	2.1	21	596
4	2.1	21	596
4	2.15	23	627
4	2.25689	25	665
4	2.52033	30	800
4	2.75	17	930
4	2.8	19	958
4	2.82253	20	967
4	2.85	20	973
4	2.95	11	1019
4	3	13	1038
4	3.05	7	1050
4	3.11746	10	1067
4	3.33056	15	1127
4	3.54365	20	1212
4	3.75675	25	1322
4	3.97796	30	1457
4	4.25761	35	1617
4	4.55948	40	1802
4	4.90668	45	2012
4	5.05	23	2096
4	5.07086	25	2120
4	5.1	25	2126
4	5.15	25	2137
4	5.25	26	2167
4	5.3	27	2181
4	5.35	27	2198
4	5.4	14	2221
4	5.40005	15	2221
4	5.45	16	2239
4	5.55	8	2255
4	5.6	9	2264
4	5.61061	10	2264
4	5.65	10	2267
4	5.75	5	2281
4	5.8	6	2287
4	5.85	3	2290
4	5.91112	5	2294
4	5.95	2	2296
4	6	2	2300
4	6.09321	5	2307
4	6.3063	10	2342
4	6.5224	15	2402
4	6.73981	20	2487
4	6.95722	25	2597
4	7.18885	30	2732
4	7.47449	35	2892
4	7.7815	40	3077
4	8.15952	45	3287
4	8.2	22	3315
4	8.25	24	3344
4	8.31743	25	3362
4	8.35	25	3364
4	8.4	25	3383
4	8.45	26	3399
4	8.5	27	3414
4	8.55	27	3432
4	8.6	14	3450
4	8.60059	15	3450
4	8.7	16	3479
4	8.75	8	3492
4	8.78695	10	3501
4	8.8	10	3502
4	8.9	5	3512
4	8.95	6	3518
4	9.05	3	3525
4	9.09406	5	3529
4	9.1	2	3530
4	9.2	2	3535
4	9.30374	5	3542
4	9.51684	10	3577
4	9.72993	15	3637
4	9.94719	20	3722
4	10.1646	25	3832
4	10.3962	30	3967
4	10.6819	35	4127
4	10.9889	40	4312
4	11.3669	45	4522
4	11.4	22	4550
4	11.45	24	4579
4	11.5239	25	4597
4	11.55	25	4599
4	11.6	25	4611
4	11.65	26	4632
4	11.7	27	4649
4	11.75	27	4667
4	11.8	14	4685
4	11.8006	15	4685
4	11.9	16	4712
4	11.95	8	4727
4	11.9904	10	4736
4	12	10	4737
4	12.1	5	4747
4	12.15	6	4753
4	12.25	3	4760
4	12.2941	5	4764
4	12.3	2	4765
4	12.4	2	4770
4	12.5037	5	4777
4	12.7168	10	4812
4	12.9299	15	4872
4	13.143	20	4957
4	13.3561	25	5067
4	13.587	30	5202
4	13.8727	35	5362
4	14.1797	40	5547
4	14.5577	45	5757
4	14.6	22	5785
4	14.65	24	5814
4	14.7148	25	5832
4	14.75	25	5835
4	14.8	25	5855
4	14.85	26	5869
4	14.9	27	5884
4	14.95	27	5902
4	15	14	5920
4	15.0003	15	5920
4	15.1	16	5949
4	15.15	8	5962
4	15.1869	10	5971
4	15.2	10	5972
4	15.3	5	5982
4	15.35	6	5988
4	15.45	3	5995
4	15.4941	5	5999
4	15.5	2	6000
4	15.6	2	6005
4	15.7049	5	6012
4	15.9223	10	6047
4	16.1397	15	6107
4	16.3571	20	6192
4	16.5745	25	6302
4	16.8097	30	6437
4	17.1005	35	6597
4	17.4383	40	6782
4	17.7975	45	6992
4	17.8	22	6995
4	17.85	24	7023
4	17.9	24	7032
4	17.95	24	7042
4	17.969	25	7042
4	18	25	7053
4	18.05	25	7066
4	18.15	27	7106
4	18.2	14	7124
4	18.2008	15	7124
4	18.25	16	7142
4	18.3	16	7150
4	18.4	9	7174
4	18.4006	10	7174
4	18.45	5	7185
4	18.5	6	7190
4	18.6	3	7195
4	18.65	4	7198
4	18.6918	5	7199
4	18.75	2	7203
4	18.8	3	7206
4	18.8597	5	7210
4	19.0738	10	7245
4	19.2912	15	7305
4	19.5086	20	7390
4	19.726	25	7500
4	19.9612	30	7635
4	20.252	35	7795
4	20.5898	40	7980
4	20.949	45	8190
4	20.95	22	8192
4	21	24	8220
4	21.05	24	8229
4	21.1	24	8239
4	21.1196	25	8239
4	21.15	25	8250
4	21.2	25	8263
4	21.3	27	8303
4	21.35	14	8321
4	21.3514	15	8321
4	21.4	16	8339
4	21.45	16	8347
4	21.55	9	8371
4	21.5506	10	8371
4	21.6	5	8382
4	21.65	6	8387
4	21.75	3	8392
4	21.8	4	8395
4	21.8418	5	8396
4	21.9	2	8400
4	21.95	3	8403
4	22.0097	5	8407
4	22.2228	10	8442
4	22.4359	15	8502
4	22.649	20	8587
4	22.8621	25	8697
4	23.093	30	8832
4	23.3786	35	8992
4	23.6856	40	9177
4	24.0636	45	9387
4	24.1	22	9414
4	24.15	24	9443
4	24.2198	25	9461
4	24.25	25	9463
4	24.3	25	9480
4	24.35	26	9498
4	24.4	27	9513
4	24.45	27	9531
4	24.5	14	9549
