Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
root	2	3065232	LastDelay	0.00452266	4522.66	1	6
root	2	3065232	FullDelay	0.00452266	4522.66	1	6
root	2	3065233	LastDelay	0.00452266	4522.66	1	6
root	2	3065233	FullDelay	0.00452266	4522.66	1	6
root	2	3065234	LastDelay	0.00480666	4806.66	1	6
root	2	3065234	FullDelay	0.00480666	4806.66	1	6
root	2	3065235	LastDelay	0.00452266	4522.66	1	6
root	2	3065235	FullDelay	0.00452266	4522.66	1	6
root	2	3065236	LastDelay	0.00452266	4522.66	1	6
root	2	3065236	FullDelay	0.00452266	4522.66	1	6
root	2	3065237	LastDelay	0.00480666	4806.66	1	6
root	2	3065237	FullDelay	0.00480666	4806.66	1	6
root	2	3065238	LastDelay	0.00452266	4522.66	1	6
root	2	3065238	FullDelay	0.00452266	4522.66	1	6
root	2	3065239	LastDelay	0.00452266	4522.66	1	6
root	2	3065239	FullDelay	0.00452266	4522.66	1	6
root	2	3065240	LastDelay	0.00452266	4522.66	1	6
root	2	3065240	FullDelay	0.00452266	4522.66	1	6
root	2	3065241	LastDelay	0.00480666	4806.66	1	6
root	2	3065241	FullDelay	0.00480666	4806.66	1	6
root	2	3065242	LastDelay	0.00452266	4522.66	1	6
root	2	3065242	FullDelay	0.00452266	4522.66	1	6
root	2	3065243	LastDelay	0.00452266	4522.66	1	6
root	2	3065243	FullDelay	0.00452266	4522.66	1	6
root	2	3065244	LastDelay	0.00452266	4522.66	1	6
root	2	3065244	FullDelay	0.00452266	4522.66	1	6
root	2	3065245	LastDelay	0.00452266	4522.66	1	6
root	2	3065245	FullDelay	0.00452266	4522.66	1	6
root	2	3065246	LastDelay	0.00480666	4806.66	1	6
root	2	3065246	FullDelay	0.00480666	4806.66	1	6
root	2	3065247	LastDelay	0.00452266	4522.66	1	6
root	2	3065247	FullDelay	0.00452266	4522.66	1	6
root	2	3065248	LastDelay	0.00452266	4522.66	1	6
root	2	3065248	FullDelay	0.00452266	4522.66	1	6
root	2	3065249	LastDelay	0.00452266	4522.66	1	6
root	2	3065249	FullDelay	0.00452266	4522.66	1	6
root	2	3065250	LastDelay	0.00452266	4522.66	1	6
root	2	3065250	FullDelay	0.00452266	4522.66	1	6
root	2	3065251	LastDelay	0.00452266	4522.66	1	6
root	2	3065251	FullDelay	0.00452266	4522.66	1	6
root	2	3065252	LastDelay	0.00480666	4806.66	1	6
root	2	3065252	FullDelay	0.00480666	4806.66	1	6
root	2	3065253	LastDelay	0.00452266	4522.66	1	6
root	2	3065253	FullDelay	0.00452266	4522.66	1	6
root	2	3065254	LastDelay	0.00452266	4522.66	1	6
root	2	3065254	FullDelay	0.00452266	4522.66	1	6
root	2	3065255	LastDelay	0.00452266	4522.66	1	6
root	2	3065255	FullDelay	0.00452266	4522.66	1	6
root	2	3065256	LastDelay	0.00452266	4522.66	1	6
root	2	3065256	FullDelay	0.00452266	4522.66	1	6
root	2	3065257	LastDelay	0.00452266	4522.66	1	6
root	2	3065257	FullDelay	0.00452266	4522.66	1	6
root	2	3065258	LastDelay	0.00452266	4522.66	1	6
root	2	3065258	FullDelay	0.00452266	4522.66	1	6
root	2	3065259	LastDelay	0.00480666	4806.66	1	6
root	2	3065259	FullDelay	0.00480666	4806.66	1	6
root	2	3065260	LastDelay	0.00452266	4522.66	1	6
root	2	3065260	FullDelay	0.00452266	4522.66	1	6
root	2	3065261	LastDelay	0.00452266	4522.66	1	6
root	2	3065261	FullDelay	0.00452266	4522.66	1	6
root	2	3065262	LastDelay	0.00452266	4522.66	1	6
root	2	3065262	FullDelay	0.00452266	4522.66	1	6
root	2	3065263	LastDelay	0.00452266	4522.66	1	6
root	2	3065263	FullDelay	0.00452266	4522.66	1	6
root	2	3065264	LastDelay	0.00452266	4522.66	1	6
root	2	3065264	FullDelay	0.00452266	4522.66	1	6
root	2	3065265	LastDelay	0.00452266	4522.66	1	6
root	2	3065265	FullDelay	0.00452266	4522.66	1	6
root	2	3065266	LastDelay	0.00452266	4522.66	1	6
root	2	3065266	FullDelay	0.00452266	4522.66	1	6
root	2	3065267	LastDelay	0.00480666	4806.66	1	6
root	2	3065267	FullDelay	0.00480666	4806.66	1	6
root	2	3065268	LastDelay	0.00452266	4522.66	1	6
root	2	3065268	FullDelay	0.00452266	4522.66	1	6
root	2	3065269	LastDelay	0.00452266	4522.66	1	6
root	2	3065269	FullDelay	0.00452266	4522.66	1	6
root	2	3065270	LastDelay	0.00452266	4522.66	1	6
root	2	3065270	FullDelay	0.00452266	4522.66	1	6
root	2	3065271	LastDelay	0.00452266	4522.66	1	6
root	2	3065271	FullDelay	0.00452266	4522.66	1	6
root	2	3065272	LastDelay	0.00452266	4522.66	1	6
root	2	3065272	FullDelay	0.00452266	4522.66	1	6
root	2	3065273	LastDelay	0.00452266	4522.66	1	6
root	2	3065273	FullDelay	0.00452266	4522.66	1	6
root	2	3065274	LastDelay	0.00452266	4522.66	1	6
root	2	3065274	FullDelay	0.00452266	4522.66	1	6
root	2	3065275	LastDelay	0.00452266	4522.66	1	6
root	2	3065275	FullDelay	0.00452266	4522.66	1	6
root	2	3065276	LastDelay	0.00480666	4806.66	1	6
root	2	3065276	FullDelay	0.00480666	4806.66	1	6
root	2	3065277	LastDelay	0.00452266	4522.66	1	6
root	2	3065277	FullDelay	0.00452266	4522.66	1	6
root	2	3065278	LastDelay	0.00452266	4522.66	1	6
root	2	3065278	FullDelay	0.00452266	4522.66	1	6
root	2	3065279	LastDelay	0.00452266	4522.66	1	6
root	2	3065279	FullDelay	0.00452266	4522.66	1	6
root	2	3065280	LastDelay	0.00452266	4522.66	1	6
root	2	3065280	FullDelay	0.00452266	4522.66	1	6
root	2	3065281	LastDelay	0.00452266	4522.66	1	6
root	2	3065281	FullDelay	0.00452266	4522.66	1	6
root	2	3065282	LastDelay	0.00452266	4522.66	1	6
root	2	3065282	FullDelay	0.00452266	4522.66	1	6
root	2	3065283	LastDelay	0.00452266	4522.66	1	6
root	2	3065283	FullDelay	0.00452266	4522.66	1	6
root	2	3065284	LastDelay	0.00452266	4522.66	1	6
root	2	3065284	FullDelay	0.00452266	4522.66	1	6
root	2	3065285	LastDelay	0.00452266	4522.66	1	6
root	2	3065285	FullDelay	0.00452266	4522.66	1	6
root	2	3065286	LastDelay	0.00480666	4806.66	1	6
root	2	3065286	FullDelay	0.00480666	4806.66	1	6
root	2	3065287	LastDelay	0.00452266	4522.66	1	6
root	2	3065287	FullDelay	0.00452266	4522.66	1	6
root	2	3065288	LastDelay	0.00452266	4522.66	1	6
root	2	3065288	FullDelay	0.00452266	4522.66	1	6
root	2	3065289	LastDelay	0.00452266	4522.66	1	6
root	2	3065289	FullDelay	0.00452266	4522.66	1	6
root	2	3065290	LastDelay	0.00452266	4522.66	1	6
root	2	3065290	FullDelay	0.00452266	4522.66	1	6
root	2	3065291	LastDelay	0.00452266	4522.66	1	6
root	2	3065291	FullDelay	0.00452266	4522.66	1	6
root	2	3065292	LastDelay	0.00452266	4522.66	1	6
root	2	3065292	FullDelay	0.00452266	4522.66	1	6
root	2	3065293	LastDelay	0.00452266	4522.66	1	6
root	2	3065293	FullDelay	0.00452266	4522.66	1	6
root	2	3065294	LastDelay	0.00452266	4522.66	1	6
root	2	3065294	FullDelay	0.00452266	4522.66	1	6
root	2	3065295	LastDelay	0.00452266	4522.66	1	6
root	2	3065295	FullDelay	0.00452266	4522.66	1	6
root	2	3065296	LastDelay	0.00452266	4522.66	1	6
root	2	3065296	FullDelay	0.00452266	4522.66	1	6
root	2	3065297	LastDelay	0.00480666	4806.66	1	6
root	2	3065297	FullDelay	0.00480666	4806.66	1	6
root	2	3065298	LastDelay	0.00452266	4522.66	1	6
root	2	3065298	FullDelay	0.00452266	4522.66	1	6
root	2	3065299	LastDelay	0.00452266	4522.66	1	6
root	2	3065299	FullDelay	0.00452266	4522.66	1	6
root	2	3065300	LastDelay	0.00452266	4522.66	1	6
root	2	3065300	FullDelay	0.00452266	4522.66	1	6
root	2	3065301	LastDelay	0.00452266	4522.66	1	6
root	2	3065301	FullDelay	0.00452266	4522.66	1	6
root	2	3065302	LastDelay	0.00452266	4522.66	1	6
root	2	3065302	FullDelay	0.00452266	4522.66	1	6
root	2	3065303	LastDelay	0.00452266	4522.66	1	6
root	2	3065303	FullDelay	0.00452266	4522.66	1	6
root	2	3065304	LastDelay	0.00452266	4522.66	1	6
root	2	3065304	FullDelay	0.00452266	4522.66	1	6
root	2	3065305	LastDelay	0.00452266	4522.66	1	6
root	2	3065305	FullDelay	0.00452266	4522.66	1	6
root	2	3065306	LastDelay	0.00452266	4522.66	1	6
root	2	3065306	FullDelay	0.00452266	4522.66	1	6
root	2	3065307	LastDelay	0.00452266	4522.66	1	6
root	2	3065307	FullDelay	0.00452266	4522.66	1	6
root	2	3065308	LastDelay	0.00452266	4522.66	1	6
root	2	3065308	FullDelay	0.00452266	4522.66	1	6
root	2	3065309	LastDelay	0.00480666	4806.66	1	6
root	2	3065309	FullDelay	0.00480666	4806.66	1	6
root	2	3065310	LastDelay	0.00452266	4522.66	1	6
root	2	3065310	FullDelay	0.00452266	4522.66	1	6
root	2	3065311	LastDelay	0.00452266	4522.66	1	6
root	2	3065311	FullDelay	0.00452266	4522.66	1	6
root	2	3065312	LastDelay	0.00452266	4522.66	1	6
root	2	3065312	FullDelay	0.00452266	4522.66	1	6
root	2	3065313	LastDelay	0.00452266	4522.66	1	6
root	2	3065313	FullDelay	0.00452266	4522.66	1	6
root	2	3065314	LastDelay	0.00452266	4522.66	1	6
root	2	3065314	FullDelay	0.00452266	4522.66	1	6
root	2	3065315	LastDelay	0.00452266	4522.66	1	6
root	2	3065315	FullDelay	0.00452266	4522.66	1	6
root	2	3065316	LastDelay	0.00452266	4522.66	1	6
root	2	3065316	FullDelay	0.00452266	4522.66	1	6
root	2	3065317	LastDelay	0.00452266	4522.66	1	6
root	2	3065317	FullDelay	0.00452266	4522.66	1	6
root	2	3065318	LastDelay	0.00452266	4522.66	1	6
root	2	3065318	FullDelay	0.00452266	4522.66	1	6
root	2	3065319	LastDelay	0.00452266	4522.66	1	6
root	2	3065319	FullDelay	0.00452266	4522.66	1	6
root	2	3065320	LastDelay	0.00452266	4522.66	1	6
root	2	3065320	FullDelay	0.00452266	4522.66	1	6
root	2	3065321	LastDelay	0.00452266	4522.66	1	6
root	2	3065321	FullDelay	0.00452266	4522.66	1	6
root	2	3065322	LastDelay	0.00480666	4806.66	1	6
root	2	3065322	FullDelay	0.00480666	4806.66	1	6
root	2	3065323	LastDelay	0.00452266	4522.66	1	6
root	2	3065323	FullDelay	0.00452266	4522.66	1	6
root	2	3065324	LastDelay	0.00452266	4522.66	1	6
root	2	3065324	FullDelay	0.00452266	4522.66	1	6
root	2	3065325	LastDelay	0.00452266	4522.66	1	6
root	2	3065325	FullDelay	0.00452266	4522.66	1	6
root	2	3065326	LastDelay	0.00452266	4522.66	1	6
root	2	3065326	FullDelay	0.00452266	4522.66	1	6
root	2	3065327	LastDelay	0.00452266	4522.66	1	6
root	2	3065327	FullDelay	0.00452266	4522.66	1	6
root	2	3065328	LastDelay	0.00452266	4522.66	1	6
root	2	3065328	FullDelay	0.00452266	4522.66	1	6
root	2	3065329	LastDelay	0.00452266	4522.66	1	6
root	2	3065329	FullDelay	0.00452266	4522.66	1	6
root	2	3065330	LastDelay	0.00452266	4522.66	1	6
root	2	3065330	FullDelay	0.00452266	4522.66	1	6
root	2	3065331	LastDelay	0.00452266	4522.66	1	6
root	2	3065331	FullDelay	0.00452266	4522.66	1	6
root	2	3065332	LastDelay	0.00452266	4522.66	1	6
root	2	3065332	FullDelay	0.00452266	4522.66	1	6
root	2	3065333	LastDelay	0.00452266	4522.66	1	6
root	2	3065333	FullDelay	0.00452266	4522.66	1	6
root	2	3065334	LastDelay	0.00452266	4522.66	1	6
root	2	3065334	FullDelay	0.00452266	4522.66	1	6
root	2	3065335	LastDelay	0.00452266	4522.66	1	6
root	2	3065335	FullDelay	0.00452266	4522.66	1	6
root	2	3065336	LastDelay	0.00480666	4806.66	1	6
root	2	3065336	FullDelay	0.00480666	4806.66	1	6
root	2	3065337	LastDelay	0.00452266	4522.66	1	6
root	2	3065337	FullDelay	0.00452266	4522.66	1	6
root	2	3065338	LastDelay	0.00452266	4522.66	1	6
root	2	3065338	FullDelay	0.00452266	4522.66	1	6
root	2	3065339	LastDelay	0.00452266	4522.66	1	6
root	2	3065339	FullDelay	0.00452266	4522.66	1	6
root	2	3065340	LastDelay	0.00452266	4522.66	1	6
root	2	3065340	FullDelay	0.00452266	4522.66	1	6
root	2	3065341	LastDelay	0.00452266	4522.66	1	6
root	2	3065341	FullDelay	0.00452266	4522.66	1	6
root	2	3065342	LastDelay	0.00452266	4522.66	1	6
root	2	3065342	FullDelay	0.00452266	4522.66	1	6
root	2	3065343	LastDelay	0.00452266	4522.66	1	6
root	2	3065343	FullDelay	0.00452266	4522.66	1	6
root	2	3065344	LastDelay	0.00452266	4522.66	1	6
root	2	3065344	FullDelay	0.00452266	4522.66	1	6
root	2	3065345	LastDelay	0.00452266	4522.66	1	6
root	2	3065345	FullDelay	0.00452266	4522.66	1	6
root	2	3065346	LastDelay	0.00452266	4522.66	1	6
root	2	3065346	FullDelay	0.00452266	4522.66	1	6
root	2	3065347	LastDelay	0.00452266	4522.66	1	6
root	2	3065347	FullDelay	0.00452266	4522.66	1	6
root	2	3065348	LastDelay	0.00452266	4522.66	1	6
root	2	3065348	FullDelay	0.00452266	4522.66	1	6
root	2	3065349	LastDelay	0.00452266	4522.66	1	6
root	2	3065349	FullDelay	0.00452266	4522.66	1	6
root	2	3065350	LastDelay	0.00452266	4522.66	1	6
root	2	3065350	FullDelay	0.00452266	4522.66	1	6
root	2	3065351	LastDelay	0.00480666	4806.66	1	6
root	2	3065351	FullDelay	0.00480666	4806.66	1	6
root	2	3065352	LastDelay	0.00452266	4522.66	1	6
root	2	3065352	FullDelay	0.00452266	4522.66	1	6
root	2	3065353	LastDelay	0.00452266	4522.66	1	6
root	2	3065353	FullDelay	0.00452266	4522.66	1	6
root	2	3065354	LastDelay	0.00452266	4522.66	1	6
root	2	3065354	FullDelay	0.00452266	4522.66	1	6
root	2	3065355	LastDelay	0.00452266	4522.66	1	6
root	2	3065355	FullDelay	0.00452266	4522.66	1	6
root	2	3065356	LastDelay	0.00452266	4522.66	1	6
root	2	3065356	FullDelay	0.00452266	4522.66	1	6
root	2	3065357	LastDelay	0.00452266	4522.66	1	6
root	2	3065357	FullDelay	0.00452266	4522.66	1	6
root	2	3065358	LastDelay	0.00452266	4522.66	1	6
root	2	3065358	FullDelay	0.00452266	4522.66	1	6
root	2	3065359	LastDelay	0.00452266	4522.66	1	6
root	2	3065359	FullDelay	0.00452266	4522.66	1	6
root	2	3065360	LastDelay	0.00452266	4522.66	1	6
root	2	3065360	FullDelay	0.00452266	4522.66	1	6
root	2	3065361	LastDelay	0.00452266	4522.66	1	6
root	2	3065361	FullDelay	0.00452266	4522.66	1	6
root	2	3065362	LastDelay	0.00452266	4522.66	1	6
root	2	3065362	FullDelay	0.00452266	4522.66	1	6
root	2	3065363	LastDelay	0.00452266	4522.66	1	6
root	2	3065363	FullDelay	0.00452266	4522.66	1	6
root	2	3065364	LastDelay	0.00452266	4522.66	1	6
root	2	3065364	FullDelay	0.00452266	4522.66	1	6
root	2	3065365	LastDelay	0.00452266	4522.66	1	6
root	2	3065365	FullDelay	0.00452266	4522.66	1	6
root	2	3065366	LastDelay	0.00452266	4522.66	1	6
root	2	3065366	FullDelay	0.00452266	4522.66	1	6
root	2	3065367	LastDelay	0.00480666	4806.66	1	6
root	2	3065367	FullDelay	0.00480666	4806.66	1	6
root	2	3065368	LastDelay	0.004544	4544	1	6
root	2	3065368	FullDelay	0.004544	4544	1	6
root	2	3065369	LastDelay	0.004544	4544	1	6
root	2	3065369	FullDelay	0.004544	4544	1	6
root	2	3065370	LastDelay	0.004544	4544	1	6
root	2	3065370	FullDelay	0.004544	4544	1	6
root	2	3065371	LastDelay	0.004544	4544	1	6
root	2	3065371	FullDelay	0.004544	4544	1	6
root	2	3065372	LastDelay	0.004544	4544	1	6
root	2	3065372	FullDelay	0.004544	4544	1	6
root	2	3065373	LastDelay	0.004544	4544	1	6
root	2	3065373	FullDelay	0.004544	4544	1	6
root	2	3065374	LastDelay	0.004544	4544	1	6
root	2	3065374	FullDelay	0.004544	4544	1	6
root	2	3065375	LastDelay	0.004544	4544	1	6
root	2	3065375	FullDelay	0.004544	4544	1	6
root	2	3065376	LastDelay	0.004544	4544	1	6
root	2	3065376	FullDelay	0.004544	4544	1	6
root	2	3065377	LastDelay	0.004544	4544	1	6
root	2	3065377	FullDelay	0.004544	4544	1	6
root	2	3065378	LastDelay	0.004544	4544	1	6
root	2	3065378	FullDelay	0.004544	4544	1	6
root	2	3065379	LastDelay	0.004544	4544	1	6
root	2	3065379	FullDelay	0.004544	4544	1	6
root	2	3065380	LastDelay	0.004544	4544	1	6
root	2	3065380	FullDelay	0.004544	4544	1	6
root	2	3065381	LastDelay	0.004544	4544	1	6
root	2	3065381	FullDelay	0.004544	4544	1	6
root	2	3065382	LastDelay	0.004544	4544	1	6
root	2	3065382	FullDelay	0.004544	4544	1	6
root	2	3065383	LastDelay	0.004544	4544	1	6
root	2	3065383	FullDelay	0.004544	4544	1	6
root	2	3065384	LastDelay	0.004828	4828	1	6
root	2	3065384	FullDelay	0.004828	4828	1	6
root	2	3065385	LastDelay	0.004828	4828	1	6
root	2	3065385	FullDelay	0.004828	4828	1	6
root	2	3065386	LastDelay	0.004828	4828	1	6
root	2	3065386	FullDelay	0.004828	4828	1	6
root	2	3065387	LastDelay	0.004828	4828	1	6
root	2	3065387	FullDelay	0.004828	4828	1	6
root	2	3065388	LastDelay	0.004828	4828	1	6
root	2	3065388	FullDelay	0.004828	4828	1	6
root	2	3065389	LastDelay	0.004828	4828	1	6
root	2	3065389	FullDelay	0.004828	4828	1	6
root	2	3065390	LastDelay	0.004828	4828	1	6
root	2	3065390	FullDelay	0.004828	4828	1	6
root	2	3065391	LastDelay	0.004828	4828	1	6
root	2	3065391	FullDelay	0.004828	4828	1	6
root	2	3065392	LastDelay	0.004828	4828	1	6
root	2	3065392	FullDelay	0.004828	4828	1	6
root	2	3065393	LastDelay	0.004828	4828	1	6
root	2	3065393	FullDelay	0.004828	4828	1	6
root	2	3065394	LastDelay	0.004828	4828	1	6
root	2	3065394	FullDelay	0.004828	4828	1	6
root	2	3065395	LastDelay	0.004828	4828	1	6
root	2	3065395	FullDelay	0.004828	4828	1	6
root	2	3065396	LastDelay	0.004828	4828	1	6
root	2	3065396	FullDelay	0.004828	4828	1	6
root	2	3065397	LastDelay	0.004828	4828	1	6
root	2	3065397	FullDelay	0.004828	4828	1	6
root	2	3065398	LastDelay	0.004828	4828	1	6
root	2	3065398	FullDelay	0.004828	4828	1	6
root	2	3065399	LastDelay	0.004828	4828	1	6
root	2	3065399	FullDelay	0.004828	4828	1	6
root	2	3065400	LastDelay	0.004828	4828	1	6
root	2	3065400	FullDelay	0.004828	4828	1	6
root	2	3065401	LastDelay	0.004828	4828	1	6
root	2	3065401	FullDelay	0.004828	4828	1	6
root	2	3065402	LastDelay	0.005112	5112	1	6
root	2	3065402	FullDelay	0.005112	5112	1	6
root	2	3065403	LastDelay	0.005112	5112	1	6
root	2	3065403	FullDelay	0.005112	5112	1	6
root	2	3065404	LastDelay	0.005112	5112	1	6
root	2	3065404	FullDelay	0.005112	5112	1	6
root	2	3065405	LastDelay	0.005112	5112	1	6
root	2	3065405	FullDelay	0.005112	5112	1	6
root	2	3065406	LastDelay	0.005112	5112	1	6
root	2	3065406	FullDelay	0.005112	5112	1	6
root	2	3065407	LastDelay	0.005112	5112	1	6
root	2	3065407	FullDelay	0.005112	5112	1	6
root	2	3065408	LastDelay	0.005112	5112	1	6
root	2	3065408	FullDelay	0.005112	5112	1	6
root	2	3065409	LastDelay	0.005112	5112	1	6
root	2	3065409	FullDelay	0.005112	5112	1	6
root	2	3065410	LastDelay	0.005112	5112	1	6
root	2	3065410	FullDelay	0.005112	5112	1	6
root	2	3065411	LastDelay	0.005112	5112	1	6
root	2	3065411	FullDelay	0.005112	5112	1	6
root	2	3065412	LastDelay	0.005112	5112	1	6
root	2	3065412	FullDelay	0.005112	5112	1	6
root	2	3065413	LastDelay	0.005112	5112	1	6
root	2	3065413	FullDelay	0.005112	5112	1	6
root	2	3065414	LastDelay	0.005112	5112	1	6
root	2	3065414	FullDelay	0.005112	5112	1	6
root	2	3065415	LastDelay	0.005112	5112	1	6
root	2	3065415	FullDelay	0.005112	5112	1	6
root	2	3065416	LastDelay	0.005112	5112	1	6
root	2	3065416	FullDelay	0.005112	5112	1	6
root	2	3065417	LastDelay	0.005112	5112	1	6
root	2	3065417	FullDelay	0.005112	5112	1	6
root	2	3065418	LastDelay	0.005112	5112	1	6
root	2	3065418	FullDelay	0.005112	5112	1	6
root	2	3065419	LastDelay	0.005112	5112	1	6
root	2	3065419	FullDelay	0.005112	5112	1	6
root	2	3065420	LastDelay	0.005112	5112	1	6
root	2	3065420	FullDelay	0.005112	5112	1	6
root	2	3065421	LastDelay	0.005396	5396	1	6
root	2	3065421	FullDelay	0.005396	5396	1	6
root	2	3065422	LastDelay	0.005396	5396	1	6
root	2	3065422	FullDelay	0.005396	5396	1	6
root	2	3065423	LastDelay	0.005396	5396	1	6
root	2	3065423	FullDelay	0.005396	5396	1	6
root	2	3065424	LastDelay	0.005396	5396	1	6
root	2	3065424	FullDelay	0.005396	5396	1	6
root	2	3065425	LastDelay	0.005396	5396	1	6
root	2	3065425	FullDelay	0.005396	5396	1	6
root	2	3065426	LastDelay	0.005396	5396	1	6
root	2	3065426	FullDelay	0.005396	5396	1	6
root	2	3065427	LastDelay	0.005396	5396	1	6
root	2	3065427	FullDelay	0.005396	5396	1	6
root	2	3065428	LastDelay	0.005396	5396	1	6
root	2	3065428	FullDelay	0.005396	5396	1	6
root	2	3065429	LastDelay	0.005396	5396	1	6
root	2	3065429	FullDelay	0.005396	5396	1	6
root	2	3065430	LastDelay	0.005396	5396	1	6
root	2	3065430	FullDelay	0.005396	5396	1	6
root	2	3065431	LastDelay	0.005396	5396	1	6
root	2	3065431	FullDelay	0.005396	5396	1	6
root	2	3065432	LastDelay	0.005396	5396	1	6
root	2	3065432	FullDelay	0.005396	5396	1	6
root	2	3065433	LastDelay	0.005396	5396	1	6
root	2	3065433	FullDelay	0.005396	5396	1	6
root	2	3065434	LastDelay	0.005396	5396	1	6
root	2	3065434	FullDelay	0.005396	5396	1	6
root	2	3065435	LastDelay	0.005396	5396	1	6
root	2	3065435	FullDelay	0.005396	5396	1	6
root	2	3065436	LastDelay	0.005396	5396	1	6
root	2	3065436	FullDelay	0.005396	5396	1	6
root	2	3065437	LastDelay	0.005396	5396	1	6
root	2	3065437	FullDelay	0.005396	5396	1	6
root	2	3065438	LastDelay	0.005396	5396	1	6
root	2	3065438	FullDelay	0.005396	5396	1	6
root	2	3065439	LastDelay	0.005396	5396	1	6
root	2	3065439	FullDelay	0.005396	5396	1	6
root	2	3065440	LastDelay	0.005396	5396	1	6
root	2	3065440	FullDelay	0.005396	5396	1	6
root	2	3065441	LastDelay	0.00568	5680	1	6
root	2	3065441	FullDelay	0.00568	5680	1	6
root	2	3065442	LastDelay	0.00568	5680	1	6
root	2	3065442	FullDelay	0.00568	5680	1	6
root	2	3065443	LastDelay	0.00568	5680	1	6
root	2	3065443	FullDelay	0.00568	5680	1	6
root	2	3065444	LastDelay	0.00568	5680	1	6
root	2	3065444	FullDelay	0.00568	5680	1	6
root	2	3065445	LastDelay	0.00568	5680	1	6
root	2	3065445	FullDelay	0.00568	5680	1	6
root	2	3065446	LastDelay	0.00568	5680	1	6
root	2	3065446	FullDelay	0.00568	5680	1	6
root	2	3065447	LastDelay	0.00568	5680	1	6
root	2	3065447	FullDelay	0.00568	5680	1	6
root	2	3065448	LastDelay	0.00568	5680	1	6
root	2	3065448	FullDelay	0.00568	5680	1	6
root	2	3065449	LastDelay	0.00568	5680	1	6
root	2	3065449	FullDelay	0.00568	5680	1	6
root	2	3065450	LastDelay	0.00568	5680	1	6
root	2	3065450	FullDelay	0.00568	5680	1	6
root	2	3065451	LastDelay	0.00568	5680	1	6
root	2	3065451	FullDelay	0.00568	5680	1	6
root	2	3065452	LastDelay	0.00568	5680	1	6
root	2	3065452	FullDelay	0.00568	5680	1	6
root	2	3065453	LastDelay	0.00568	5680	1	6
root	2	3065453	FullDelay	0.00568	5680	1	6
root	2	3065454	LastDelay	0.00568	5680	1	6
root	2	3065454	FullDelay	0.00568	5680	1	6
root	2	3065455	LastDelay	0.00568	5680	1	6
root	2	3065455	FullDelay	0.00568	5680	1	6
root	2	3065456	LastDelay	0.00568	5680	1	6
root	2	3065456	FullDelay	0.00568	5680	1	6
root	2	3065457	LastDelay	0.00568	5680	1	6
root	2	3065457	FullDelay	0.00568	5680	1	6
root	2	3065458	LastDelay	0.00568	5680	1	6
root	2	3065458	FullDelay	0.00568	5680	1	6
root	2	3065459	LastDelay	0.00568	5680	1	6
root	2	3065459	FullDelay	0.00568	5680	1	6
root	2	3065460	LastDelay	0.00568	5680	1	6
root	2	3065460	FullDelay	0.00568	5680	1	6
root	2	3065461	LastDelay	0.00568	5680	1	6
root	2	3065461	FullDelay	0.00568	5680	1	6
root	2	3065462	LastDelay	0.005964	5964	1	6
root	2	3065462	FullDelay	0.005964	5964	1	6
root	2	3065463	LastDelay	0.005964	5964	1	6
root	2	3065463	FullDelay	0.005964	5964	1	6
root	2	3065464	LastDelay	0.005964	5964	1	6
root	2	3065464	FullDelay	0.005964	5964	1	6
root	2	3065465	LastDelay	0.005964	5964	1	6
root	2	3065465	FullDelay	0.005964	5964	1	6
root	2	3065466	LastDelay	0.005964	5964	1	6
root	2	3065466	FullDelay	0.005964	5964	1	6
root	2	3065467	LastDelay	0.005964	5964	1	6
root	2	3065467	FullDelay	0.005964	5964	1	6
root	2	3065468	LastDelay	0.005964	5964	1	6
root	2	3065468	FullDelay	0.005964	5964	1	6
root	2	3065469	LastDelay	0.005964	5964	1	6
root	2	3065469	FullDelay	0.005964	5964	1	6
root	2	3065470	LastDelay	0.005964	5964	1	6
root	2	3065470	FullDelay	0.005964	5964	1	6
root	2	3065471	LastDelay	0.005964	5964	1	6
root	2	3065471	FullDelay	0.005964	5964	1	6
root	2	3065472	LastDelay	0.005964	5964	1	6
root	2	3065472	FullDelay	0.005964	5964	1	6
root	2	3065473	LastDelay	0.005964	5964	1	6
root	2	3065473	FullDelay	0.005964	5964	1	6
root	2	3065474	LastDelay	0.005964	5964	1	6
root	2	3065474	FullDelay	0.005964	5964	1	6
root	2	3065475	LastDelay	0.005964	5964	1	6
root	2	3065475	FullDelay	0.005964	5964	1	6
root	2	3065476	LastDelay	0.005964	5964	1	6
root	2	3065476	FullDelay	0.005964	5964	1	6
root	2	3065477	LastDelay	0.005964	5964	1	6
root	2	3065477	FullDelay	0.005964	5964	1	6
root	2	3065478	LastDelay	0.005964	5964	1	6
root	2	3065478	FullDelay	0.005964	5964	1	6
root	2	3065479	LastDelay	0.005964	5964	1	6
root	2	3065479	FullDelay	0.005964	5964	1	6
root	2	3065480	LastDelay	0.005964	5964	1	6
root	2	3065480	FullDelay	0.005964	5964	1	6
root	2	3065481	LastDelay	0.005964	5964	1	6
root	2	3065481	FullDelay	0.005964	5964	1	6
root	2	3065482	LastDelay	0.005964	5964	1	6
root	2	3065482	FullDelay	0.005964	5964	1	6
root	2	3065483	LastDelay	0.005964	5964	1	6
root	2	3065483	FullDelay	0.005964	5964	1	6
root	2	3065484	LastDelay	0.006248	6248	1	6
