???Consumer setting starts35	timeTemp: 31.8267, contentTotal: 0, avg comp time: 31.8267
42	timeTemp: 31.8429, contentTotal: 66, avg comp time: 31.8119
28	timeTemp: 31.841, contentTotal: 66, avg comp time: 31.8126
14	timeTemp: 31.8413, contentTotal: 67, avg comp time: 31.8226
7	timeTemp: 31.8508, contentTotal: 66, avg comp time: 31.7857
0	timeTemp: 31.8576, contentTotal: 66, avg comp time: 31.7351
35	timeTemp: 31.8422, contentTotal: 67, avg comp time: 31.745
42	timeTemp: 31.8503, contentTotal: 67, avg comp time: 31.8125
28	timeTemp: 31.8343, contentTotal: 67, avg comp time: 31.8129
14	timeTemp: 31.8503, contentTotal: 68, avg comp time: 31.823
0	timeTemp: 31.8269, contentTotal: 67, avg comp time: 31.7364
7	timeTemp: 31.8354, contentTotal: 67, avg comp time: 31.7865
35	timeTemp: 31.8348, contentTotal: 68, avg comp time: 31.7463
42	timeTemp: 31.8572, contentTotal: 68, avg comp time: 31.8131
28	timeTemp: 31.842, contentTotal: 68, avg comp time: 31.8134
14	timeTemp: 31.8421, contentTotal: 69, avg comp time: 31.8233
0	timeTemp: 31.8268, contentTotal: 68, avg comp time: 31.7377
7	timeTemp: 31.8578, contentTotal: 68, avg comp time: 31.7875
42	timeTemp: 31.1244, contentTotal: 69, avg comp time: 31.8033
35	timeTemp: 31.8499, contentTotal: 69, avg comp time: 31.7478
28	timeTemp: 31.8495, contentTotal: 69, avg comp time: 31.8139
14	timeTemp: 31.8572, contentTotal: 70, avg comp time: 31.8238
7	timeTemp: 31.842, contentTotal: 69, avg comp time: 31.7883
0	timeTemp: 31.8411, contentTotal: 69, avg comp time: 31.7392
42	timeTemp: 31.8502, contentTotal: 70, avg comp time: 31.8039
35	timeTemp: 31.8426, contentTotal: 70, avg comp time: 31.7491
14	timeTemp: 31.8423, contentTotal: 71, avg comp time: 31.8241
28	timeTemp: 31.8572, contentTotal: 70, avg comp time: 31.8145
0	timeTemp: 31.8412, contentTotal: 70, avg comp time: 31.7406
7	timeTemp: 31.8281, contentTotal: 70, avg comp time: 31.7888
42	timeTemp: 31.8507, contentTotal: 71, avg comp time: 31.8046
35	timeTemp: 31.8349, contentTotal: 71, avg comp time: 31.7503
14	timeTemp: 31.8502, contentTotal: 72, avg comp time: 31.8244
28	timeTemp: 31.8419, contentTotal: 71, avg comp time: 31.8149
0	timeTemp: 31.8573, contentTotal: 71, avg comp time: 31.7423
7	timeTemp: 31.8433, contentTotal: 71, avg comp time: 31.7896
35	timeTemp: 31.8423, contentTotal: 72, avg comp time: 31.7516
42	timeTemp: 31.8574, contentTotal: 72, avg comp time: 31.8053
14	timeTemp: 31.827, contentTotal: 73, avg comp time: 31.8244
28	timeTemp: 31.8578, contentTotal: 72, avg comp time: 31.8155
0	timeTemp: 31.8563, contentTotal: 72, avg comp time: 31.7438
7	timeTemp: 31.8279, contentTotal: 72, avg comp time: 31.7901
42	timeTemp: 31.8347, contentTotal: 73, avg comp time: 31.8057
14	timeTemp: 30.5386, contentTotal: 74, avg comp time: 31.8073
35	timeTemp: 31.8573, contentTotal: 73, avg comp time: 31.753
0	timeTemp: 31.8566, contentTotal: 73, avg comp time: 31.7454
28	timeTemp: 31.8579, contentTotal: 73, avg comp time: 31.816
7	timeTemp: 31.8507, contentTotal: 73, avg comp time: 31.7909
42	timeTemp: 31.8572, contentTotal: 74, avg comp time: 31.8064
35	timeTemp: 30.5047, contentTotal: 74, avg comp time: 31.7364
14	timeTemp: 31.8422, contentTotal: 75, avg comp time: 31.8078
0	timeTemp: 31.8342, contentTotal: 74, avg comp time: 31.7465
28	timeTemp: 31.8422, contentTotal: 74, avg comp time: 31.8164
7	timeTemp: 31.8496, contentTotal: 74, avg comp time: 31.7917
42	timeTemp: 31.8421, contentTotal: 75, avg comp time: 31.8068
35	timeTemp: 30.1501, contentTotal: 75, avg comp time: 31.7155
14	timeTemp: 31.843, contentTotal: 76, avg comp time: 31.8082
0	timeTemp: 31.8508, contentTotal: 75, avg comp time: 31.7479
28	timeTemp: 31.8496, contentTotal: 75, avg comp time: 31.8168
7	timeTemp: 31.8505, contentTotal: 75, avg comp time: 31.7925
42	timeTemp: 31.8569, contentTotal: 76, avg comp time: 31.8075
35	timeTemp: 31.8279, contentTotal: 76, avg comp time: 31.717
14	timeTemp: 31.8572, contentTotal: 77, avg comp time: 31.8088
0	timeTemp: 31.8497, contentTotal: 76, avg comp time: 31.7492
7	timeTemp: 31.4085, contentTotal: 76, avg comp time: 31.7875
28	timeTemp: 31.8505, contentTotal: 76, avg comp time: 31.8173
42	timeTemp: 31.857, contentTotal: 77, avg comp time: 31.8081
35	timeTemp: 31.8418, contentTotal: 77, avg comp time: 31.7186
14	timeTemp: 31.8496, contentTotal: 78, avg comp time: 31.8094
0	timeTemp: 31.8564, contentTotal: 77, avg comp time: 31.7506
7	timeTemp: 31.8425, contentTotal: 77, avg comp time: 31.7882
28	timeTemp: 31.8413, contentTotal: 77, avg comp time: 31.8176
42	timeTemp: 30.5083, contentTotal: 78, avg comp time: 31.7917
35	timeTemp: 31.8434, contentTotal: 78, avg comp time: 31.7201
14	timeTemp: 31.85, contentTotal: 79, avg comp time: 31.8099
0	timeTemp: 31.8491, contentTotal: 78, avg comp time: 31.7519
7	timeTemp: 31.8353, contentTotal: 78, avg comp time: 31.7888
28	timeTemp: 31.8424, contentTotal: 78, avg comp time: 31.8179
42	timeTemp: 31.8573, contentTotal: 79, avg comp time: 31.7925
35	timeTemp: 31.8503, contentTotal: 79, avg comp time: 31.7218
0	timeTemp: 31.8429, contentTotal: 79, avg comp time: 31.753
14	timeTemp: 31.8423, contentTotal: 80, avg comp time: 31.8103
7	timeTemp: 31.8423, contentTotal: 79, avg comp time: 31.7895
28	timeTemp: 31.8576, contentTotal: 79, avg comp time: 31.8184
42	timeTemp: 31.8345, contentTotal: 80, avg comp time: 31.793
35	timeTemp: 31.8419, contentTotal: 80, avg comp time: 31.7232
0	timeTemp: 31.8417, contentTotal: 80, avg comp time: 31.7541
14	timeTemp: 31.8353, contentTotal: 81, avg comp time: 31.8106
28	timeTemp: 31.8447, contentTotal: 80, avg comp time: 31.8187
7	timeTemp: 31.8493, contentTotal: 80, avg comp time: 31.7902
42	timeTemp: 31.8499, contentTotal: 81, avg comp time: 31.7937
35	timeTemp: 31.8503, contentTotal: 81, avg comp time: 31.7248
0	timeTemp: 31.8339, contentTotal: 81, avg comp time: 31.7551
14	timeTemp: 31.8493, contentTotal: 82, avg comp time: 31.811
7	timeTemp: 31.858, contentTotal: 81, avg comp time: 31.7911
28	timeTemp: 31.828, contentTotal: 81, avg comp time: 31.8188
35	timeTemp: 30.9812, contentTotal: 82, avg comp time: 31.7158
42	timeTemp: 31.85, contentTotal: 82, avg comp time: 31.7944
0	timeTemp: 31.857, contentTotal: 82, avg comp time: 31.7563
14	timeTemp: 31.8508, contentTotal: 83, avg comp time: 31.8115
28	timeTemp: 31.8499, contentTotal: 82, avg comp time: 31.8192
7	timeTemp: 31.8268, contentTotal: 82, avg comp time: 31.7915
35	timeTemp: 31.8424, contentTotal: 83, avg comp time: 31.7173
42	timeTemp: 31.8568, contentTotal: 83, avg comp time: 31.7951
0	timeTemp: 31.8566, contentTotal: 83, avg comp time: 31.7575
14	timeTemp: 31.8411, contentTotal: 84, avg comp time: 31.8119
7	timeTemp: 31.8272, contentTotal: 83, avg comp time: 31.7919
28	timeTemp: 31.8428, contentTotal: 83, avg comp time: 31.8195
42	timeTemp: 31.8572, contentTotal: 84, avg comp time: 31.7959
35	timeTemp: 31.8498, contentTotal: 84, avg comp time: 31.7189
0	timeTemp: 31.8502, contentTotal: 84, avg comp time: 31.7586
14	timeTemp: 31.8496, contentTotal: 85, avg comp time: 31.8123
7	timeTemp: 31.8435, contentTotal: 84, avg comp time: 31.7925
28	timeTemp: 31.8571, contentTotal: 84, avg comp time: 31.8199
35	timeTemp: 31.8426, contentTotal: 85, avg comp time: 31.7203
42	timeTemp: 31.842, contentTotal: 85, avg comp time: 31.7964
0	timeTemp: 30.7417, contentTotal: 85, avg comp time: 31.7467
14	timeTemp: 31.8279, contentTotal: 86, avg comp time: 31.8125
7	timeTemp: 31.8339, contentTotal: 85, avg comp time: 31.793
28	timeTemp: 31.8343, contentTotal: 85, avg comp time: 31.8201
35	timeTemp: 31.8426, contentTotal: 86, avg comp time: 31.7217
42	timeTemp: 31.8268, contentTotal: 86, avg comp time: 31.7967
0	timeTemp: 31.8432, contentTotal: 86, avg comp time: 31.7479
14	timeTemp: 31.8345, contentTotal: 87, avg comp time: 31.8127
7	timeTemp: 31.8293, contentTotal: 86, avg comp time: 31.7934
28	timeTemp: 31.842, contentTotal: 86, avg comp time: 31.8203
42	timeTemp: 31.8576, contentTotal: 87, avg comp time: 31.7974
35	timeTemp: 31.8573, contentTotal: 87, avg comp time: 31.7233
0	timeTemp: 31.8568, contentTotal: 87, avg comp time: 31.7491
14	timeTemp: 31.8352, contentTotal: 88, avg comp time: 31.813
7	timeTemp: 31.8565, contentTotal: 87, avg comp time: 31.7941
35	timeTemp: 30.9865, contentTotal: 88, avg comp time: 31.715
28	timeTemp: 31.8572, contentTotal: 87, avg comp time: 31.8207
0	timeTemp: 31.8421, contentTotal: 88, avg comp time: 31.7501
42	timeTemp: 31.8344, contentTotal: 88, avg comp time: 31.7979
7	timeTemp: 30.1626, contentTotal: 88, avg comp time: 31.7758
14	timeTemp: 31.8492, contentTotal: 89, avg comp time: 31.8134
0	timeTemp: 31.8572, contentTotal: 89, avg comp time: 31.7513
28	timeTemp: 31.8277, contentTotal: 88, avg comp time: 31.8208
35	timeTemp: 31.8283, contentTotal: 89, avg comp time: 31.7163
42	timeTemp: 31.8423, contentTotal: 89, avg comp time: 31.7983
14	timeTemp: 30.1584, contentTotal: 90, avg comp time: 31.7952
7	timeTemp: 31.857, contentTotal: 89, avg comp time: 31.7767
28	timeTemp: 31.841, contentTotal: 89, avg comp time: 31.821
35	timeTemp: 31.8411, contentTotal: 90, avg comp time: 31.7176
0	timeTemp: 31.8506, contentTotal: 90, avg comp time: 31.7524
42	timeTemp: 31.8343, contentTotal: 90, avg comp time: 31.7987
14	timeTemp: 31.8347, contentTotal: 91, avg comp time: 31.7956
7	timeTemp: 31.8498, contentTotal: 90, avg comp time: 31.7775
35	timeTemp: 31.8564, contentTotal: 91, avg comp time: 31.7191
0	timeTemp: 31.8494, contentTotal: 91, avg comp time: 31.7535
28	timeTemp: 31.8493, contentTotal: 90, avg comp time: 31.8214
42	timeTemp: 31.8272, contentTotal: 91, avg comp time: 31.7991
14	timeTemp: 31.8347, contentTotal: 92, avg comp time: 31.796
7	timeTemp: 31.8423, contentTotal: 91, avg comp time: 31.7782
0	timeTemp: 31.8576, contentTotal: 92, avg comp time: 31.7546
35	timeTemp: 31.8578, contentTotal: 92, avg comp time: 31.7206
28	timeTemp: 31.8565, contentTotal: 91, avg comp time: 31.8217
42	timeTemp: 30.38, contentTotal: 92, avg comp time: 31.7838
7	timeTemp: 31.8575, contentTotal: 92, avg comp time: 31.7791
14	timeTemp: 31.8413, contentTotal: 93, avg comp time: 31.7965
0	timeTemp: 31.8273, contentTotal: 93, avg comp time: 31.7554
35	timeTemp: 31.85, contentTotal: 93, avg comp time: 31.722
28	timeTemp: 31.8434, contentTotal: 92, avg comp time: 31.822
42	timeTemp: 30.4966, contentTotal: 93, avg comp time: 31.7701
14	timeTemp: 30.7314, contentTotal: 94, avg comp time: 31.7853
7	timeTemp: 31.8276, contentTotal: 93, avg comp time: 31.7796
0	timeTemp: 31.827, contentTotal: 94, avg comp time: 31.7561
28	timeTemp: 30.7485, contentTotal: 93, avg comp time: 31.8106
35	timeTemp: 31.8338, contentTotal: 94, avg comp time: 31.7232
42	timeTemp: 31.8493, contentTotal: 94, avg comp time: 31.7709
14	timeTemp: 31.8507, contentTotal: 95, avg comp time: 31.786
7	timeTemp: 31.8347, contentTotal: 94, avg comp time: 31.7802
0	timeTemp: 31.828, contentTotal: 95, avg comp time: 31.7569
28	timeTemp: 31.8501, contentTotal: 94, avg comp time: 31.811
35	timeTemp: 31.8504, contentTotal: 95, avg comp time: 31.7245
42	timeTemp: 31.8504, contentTotal: 95, avg comp time: 31.7718
14	timeTemp: 31.8578, contentTotal: 96, avg comp time: 31.7867
7	timeTemp: 31.842, contentTotal: 95, avg comp time: 31.7808
0	timeTemp: 31.8577, contentTotal: 96, avg comp time: 31.7579
28	timeTemp: 31.8276, contentTotal: 95, avg comp time: 31.8111
35	timeTemp: 31.8351, contentTotal: 96, avg comp time: 31.7257
42	timeTemp: 31.8579, contentTotal: 96, avg comp time: 31.7727
7	timeTemp: 31.8565, contentTotal: 96, avg comp time: 31.7816
14	timeTemp: 31.8414, contentTotal: 97, avg comp time: 31.7873
0	timeTemp: 31.8338, contentTotal: 97, avg comp time: 31.7587
28	timeTemp: 31.8278, contentTotal: 96, avg comp time: 31.8113
35	timeTemp: 31.843, contentTotal: 97, avg comp time: 31.7269
42	timeTemp: 31.8348, contentTotal: 97, avg comp time: 31.7733
14	timeTemp: 31.8434, contentTotal: 98, avg comp time: 31.7879
7	timeTemp: 31.8502, contentTotal: 97, avg comp time: 31.7823
0	timeTemp: 31.8348, contentTotal: 98, avg comp time: 31.7595
28	timeTemp: 31.7055, contentTotal: 97, avg comp time: 31.8102
35	timeTemp: 31.835, contentTotal: 98, avg comp time: 31.7279
42	timeTemp: 31.8575, contentTotal: 98, avg comp time: 31.7741
7	timeTemp: 31.85, contentTotal: 98, avg comp time: 31.783
14	timeTemp: 31.842, contentTotal: 99, avg comp time: 31.7884
0	timeTemp: 30.2811, contentTotal: 99, avg comp time: 31.7447
35	timeTemp: 31.8276, contentTotal: 99, avg comp time: 31.7289
28	timeTemp: 31.857, contentTotal: 98, avg comp time: 31.8107
42	timeTemp: 31.8566, contentTotal: 99, avg comp time: 31.775
7	timeTemp: 31.8503, contentTotal: 99, avg comp time: 31.7836
14	timeTemp: 31.8508, contentTotal: 100, avg comp time: 31.789
0	timeTemp: 31.8282, contentTotal: 100, avg comp time: 31.7455
28	timeTemp: 31.842, contentTotal: 99, avg comp time: 31.811
35	timeTemp: 31.8354, contentTotal: 100, avg comp time: 31.73
42	timeTemp: 31.8436, contentTotal: 100, avg comp time: 31.7756
7	timeTemp: 31.834, contentTotal: 100, avg comp time: 31.7841
14	timeTemp: 31.8341, contentTotal: 101, avg comp time: 31.7895
0	timeTemp: 31.8578, contentTotal: 101, avg comp time: 31.7466
28	timeTemp: 31.8507, contentTotal: 100, avg comp time: 31.8114
35	timeTemp: 31.8271, contentTotal: 101, avg comp time: 31.7309
42	timeTemp: 31.8352, contentTotal: 101, avg comp time: 31.7762
7	timeTemp: 30.1488, contentTotal: 101, avg comp time: 31.7681
14	timeTemp: 31.8271, contentTotal: 102, avg comp time: 31.7898
0	timeTemp: 31.8416, contentTotal: 102, avg comp time: 31.7475
28	timeTemp: 31.5417, contentTotal: 101, avg comp time: 31.8088
35	timeTemp: 31.8418, contentTotal: 102, avg comp time: 31.732
42	timeTemp: 31.8501, contentTotal: 102, avg comp time: 31.7769
7	timeTemp: 31.8574, contentTotal: 102, avg comp time: 31.769
14	timeTemp: 31.8348, contentTotal: 103, avg comp time: 31.7903
0	timeTemp: 31.8425, contentTotal: 103, avg comp time: 31.7484
28	timeTemp: 31.835, contentTotal: 102, avg comp time: 31.809
35	timeTemp: 31.8354, contentTotal: 103, avg comp time: 31.733
42	timeTemp: 31.8574, contentTotal: 103, avg comp time: 31.7777
7	timeTemp: 31.8576, contentTotal: 103, avg comp time: 31.7698
14	timeTemp: 31.8578, contentTotal: 104, avg comp time: 31.7909
0	timeTemp: 31.8571, contentTotal: 104, avg comp time: 31.7495
28	timeTemp: 31.8573, contentTotal: 103, avg comp time: 31.8095
35	timeTemp: 31.8349, contentTotal: 104, avg comp time: 31.734
42	timeTemp: 31.8566, contentTotal: 104, avg comp time: 31.7785
14	timeTemp: 31.842, contentTotal: 105, avg comp time: 31.7914
7	timeTemp: 31.8421, contentTotal: 104, avg comp time: 31.7705
28	timeTemp: 31.8421, contentTotal: 104, avg comp time: 31.8098
0	timeTemp: 31.8564, contentTotal: 105, avg comp time: 31.7505
