4	1.04641	10	4
4	1.08913	15	9
4	1.09374	20	14
4	1.13271	25	19
4	1.31885	30	130
4	1.5507	35	290
4	1.77937	40	475
4	2.00308	45	685
4	2.1	23	782
4	2.1	23	782
4	2.12652	25	806
4	2.34046	30	941
4	2.5544	35	1101
4	2.76833	40	1286
4	2.98791	45	1496
4	3.23241	50	1731
4	3.49944	55	1991
4	3.795	60	2276
4	4.11907	65	2586
4	4.25	33	2717
4	4.28759	35	2751
4	4.3	35	2765
4	4.35	35	2786
4	4.4	36	2807
4	4.45	37	2830
4	4.5	38	2862
4	4.6	39	2931
4	4.6206	40	2936
4	4.65	20	2962
4	4.7	22	2992
4	4.75	23	3006
4	4.8	23	3022
4	4.85859	25	3052
4	4.9	12	3070
4	4.95	14	3089
4	4.98179	15	3097
4	5	15	3099
4	5.05	15	3111
4	5.15	9	3147
4	5.15017	10	3147
4	5.2	5	3163
4	5.36042	10	3193
4	5.57436	15	3253
4	5.78829	20	3338
4	6.00223	25	3448
4	6.21616	30	3583
4	6.4301	35	3743
4	6.64415	40	3928
4	6.8679	45	4138
4	7.11596	50	4373
4	7.39402	55	4633
4	7.69143	60	4918
4	8.01002	65	5228
4	8.1	33	5314
4	8.13158	35	5348
4	8.15	35	5363
4	8.2	35	5383
4	8.25	36	5404
4	8.3	37	5432
4	8.35	38	5458
4	8.4	38	5492
4	8.4646	40	5533
4	8.55	20	5594
4	8.6	22	5625
4	8.65	23	5639
4	8.7	23	5656
4	8.75766	25	5684
4	8.8	12	5703
4	8.85	14	5722
4	8.88325	15	5730
4	8.9	15	5732
4	8.95	15	5744
4	9.05	9	5781
4	9.05072	10	5781
4	9.1	5	5797
4	9.25934	10	5827
4	9.47327	15	5887
4	9.68721	20	5972
4	9.90114	25	6082
4	10.1151	30	6217
4	10.329	35	6377
4	10.5431	40	6562
4	10.7695	45	6772
4	11.0184	50	7007
4	11.2965	55	7267
4	11.5939	60	7552
4	11.9171	65	7862
4	12	33	7939
4	12.0325	35	7973
4	12.05	35	7986
4	12.1	35	8006
4	12.15	36	8026
4	12.2	37	8052
4	12.25	37	8079
4	12.3	38	8109
4	12.3799	40	8158
4	12.45	20	8209
4	12.5	22	8239
4	12.55	22	8252
4	12.6	23	8266
4	12.65	24	8290
4	12.6849	25	8299
4	12.7	12	8312
4	12.75	14	8331
4	12.783	15	8339
4	12.8	15	8341
4	12.9	8	8366
4	12.9096	10	8375
4	12.95	5	8381
4	13	3	8389
4	13.0327	5	8393
4	13.2466	10	8428
4	13.4605	15	8488
4	13.6745	20	8573
4	13.8884	25	8683
4	14.1023	30	8818
4	14.3163	35	8978
4	14.5302	40	9163
4	14.7441	45	9373
4	14.9624	50	9608
4	15.2132	55	9868
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.45	2	10083
4	16.4877	5	10090
4	16.5942	10	10125
4	16.7333	15	10185
4	16.9043	20	10270
4	17.0791	25	10380
4	17.2695	30	10515
4	17.4544	35	10675
4	17.6536	40	10860
4	17.8756	45	11070
4	18.1225	50	11305
4	18.3957	55	11565
4	18.6967	60	11850
4	18.85	31	11996
4	18.9	33	12043
4	18.95	34	12065
4	19	34	12088
4	19.0158	35	12095
4	19.05	35	12113
4	19.1	36	12145
4	19.15	37	12181
4	19.2	19	12218
4	19.2005	20	12218
4	19.25	21	12249
4	19.3	22	12265
4	19.35	11	12283
4	19.4	13	12302
4	19.4618	15	12322
4	19.5	7	12333
4	19.55	9	12346
4	19.5793	10	12350
4	19.6	5	12355
4	19.65	3	12365
4	19.6658	5	12369
4	19.7	2	12373
4	19.7485	5	12380
4	19.8	3	12395
4	19.835	5	12399
4	19.85	3	12405
4	19.8788	5	12409
4	20.0071	10	12444
4	20.1709	15	12504
4	20.3384	20	12589
4	20.5104	25	12699
4	20.6888	30	12834
4	20.8813	35	12994
4	21.1072	40	13179
4	21.3558	45	13389
4	21.6274	50	13624
4	21.9331	55	13884
4	22.1	28	14026
4	22.131	30	14055
4	22.15	30	14070
4	22.2	31	14089
4	22.25	31	14110
4	22.3	32	14136
4	22.35	33	14168
4	22.4	34	14202
4	22.4305	35	14215
4	22.45	17	14231
4	22.5	19	14260
4	22.5253	20	14268
4	22.55	20	14275
4	22.6	21	14292
4	22.65	11	14318
4	22.7	13	14338
4	22.7702	15	14357
4	22.8	7	14366
4	22.85	9	14381
4	22.8567	10	14383
4	22.95	6	14414
4	23.0323	10	14438
4	23.05	5	14439
4	23.1	3	14452
4	23.1133	5	14456
4	23.2416	10	14491
4	23.4054	15	14551
4	23.5728	20	14636
4	23.7449	25	14746
4	23.9225	30	14881
4	24.1066	35	15041
4	24.3	40	15226
4	24.5052	45	15436
4	24.7356	50	15671
4	24.9887	55	15931
4	25.2648	60	16216
4	25.5621	65	16526
4	25.65	33	16618
4	25.6836	35	16652
